 Asset Description,Commision Year,More than 10years,Purchase Cost,Price more 10k, Asset Status, Expected Lifespan (Years), Asset Age (Year), Warranty Duration,Past Expected, Purchase Category,Purchase Status,Purchase Date
Electrocardiograph,2017,0,9950,0,Active,7,2.4,24,0,Additional,1,22/05/2017
Physiologic Monitoring System,2016,0,4920,0,Active,7,2.11,11,0,Additional,1,25/10/2016
Syringe Pump,2016,0,2695,0,Active,10,2.11,11,0,Additional,1,20/10/2016
Syringe Pump,2014,0,2989,0,Active,10,5.8,11,0,Additional,1,28/01/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Syringe Pump,2014,0,2989,0,Active,10,5.4,11,0,Additional,1,27/05/2014
Mobile C-Arm,2009,0,298800,1,Active,7,10,11,1,Additional,1,04/09/2009
Uroflowmetry Analyzer,2003,1,19800,1,Active,8,16.8,11,1,Additional,1,10/01/2003
Uroflowmetry Analyzer,2006,1,19800,1,Active,8,13.8,11,1,Additional,1,19/01/2006
NIBP Electronic,2004,1,5950,0,Active,10,15.3,11,1,Replacement,0,10/06/2004
NIBP Electronic,2006,1,2550,0,Active,10,12.1,11,1,Additional,1,29/11/2006
Hemodialysis Unit,2007,1,35995,1,Active,5,12.6,12,1,Additional,1,08/03/2007
Defibbrillator Monitor,2008,1,20000,1,Active,5,10.9,35,1,Additional,1,12/12/2008
Ultrasound,2013,0,220000,1,Active,8,5.11,60,0,Additional,1,09/10/2013
Vital Sign Monitor,2006,1,4880,0,Active,7,13.9,11,1,Additional,1,16/12/2005
Vital Sign Monitor,2006,1,4880,0,Active,7,13.9,11,1,Additional,1,16/12/2005
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Aspirator,2015,0,4600,0,Active,10,5.2,11,0,Additional,1,31/07/2014
Hemodialysis Unit,2009,1,34440,1,Active,5,10.3,11,1,Additional,1,18/06/2009
Haemodialysis Machine,2010,0,34440,1,Active,5,9.7,12,1,Additional,1,04/02/2010
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
Hemodialysis Unit,2007,1,35995,1,Active,5,12.6,12,1,Additional,1,08/03/2007
NIBP Electronic,2007,1,3700,0,Active,10,12.4,12,1,Additional,1,23/05/2007
Hemodialysis Unit,2007,1,35995,1,Active,5,12.6,12,1,Additional,1,08/03/2007
Hemodialysis Unit,2013,0,31400,1,Active,5,5.1,11,1,Additional,1,11/11/2013
Hemodialysis Unit,2015,0,31751,1,Active,5,4,12,0,Additional,1,11/09/2015
NIBP Electronic,2006,1,2550,0,Active,10,12.1,11,1,Additional,1,29/11/2006
Lcd Monitor,2015,0,2000,0,Active,0,6.5,23,1,Additional,1,23/04/2013
Camera Control Unit,2015,0,46575,1,Active,8,6.5,23,0,Additional,1,23/04/2013
Light Source,2015,0,20041,1,Active,8,6.5,23,0,Additional,1,23/04/2013
Physiologic Monitoring System,2014,0,12600,1,Active,7,4.1,11,0,Additional,1,05/11/2014
Television Monitor,2014,0,2200,0,Active,0,4.1,24,1,Additional,1,04/11/2014
Light Source,2014,0,29950,1,Active,8,4.1,24,0,Additional,1,14/11/2014
Camera Control Unit,2014,0,47750,1,Active,8,4.1,24,0,Additional,1,04/11/2014
Ro Water Treatment,2005,1,79850,1,Active,8,14.1,11,1,Additional,1,22/08/2005
Physiologic Monitoring System,2014,0,7600,0,Active,7,5.2,17,0,Additional,1,23/07/2014
Vital Sign Monitor,2016,0,5500,0,Active,7,2.11,23,0,Additional,1,25/10/2016
Electrocardiograph,2007,1,5500,0,Active,7,11.9,12,1,Additional,1,03/12/2007
Ultrasound,2005,1,168000,1,Active,8,13.9,11,1,Additional,1,29/12/2005
Portable Ultrasound,2013,0,98000,1,Active,8,6.1,23,0,Additional,1,02/08/2013
"Chairs, Examination/Treatment, Dentistry",2017,0,119800,1,Active,15,1.11,12,0,Additional,1,23/10/2017
BP Set,2013,0,690,0,Active,5,6.2,11,1,Additional,1,22/07/2013
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Ripple Mattress,2015,0,1898,0,Active,5,4.3,12,0,Additional,1,04/06/2015
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Pulse Oximeter,2014,0,4200,0,Active,10,5.7,23,0,Additional,1,20/02/2014
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Ultrasound,2006,1,348000,1,Active,8,12.11,36,1,Additional,1,11/10/2006
Oxygen Blender,2013,0,3550,0,Active,10,6.6,23,0,Additional,1,28/03/2013
Lymphedema Pump,2015,0,24990,1,Active,10,4,12,0,Additional,1,01/09/2015
Defibrillator,2013,0,19500,1,Active,5,6.2,23,1,Additional,1,25/07/2013
Light Source,2007,1,3800,0,Active,8,12.1,12,1,Additional,1,14/08/2007
NIBP With SpO2 & Temperature,2013,0,5500,0,Active,7,5.11,11,0,Additional,1,29/10/2013
Patient Monitor,2015,0,23000,1,Active,7,4,12,0,Additional,1,29/09/2015
Skin Perfussion Pressure,2015,0,108000,1,Active,8,3.11,12,0,Additional,1,22/10/2015
Vital Sign Monitor,2016,0,6400,0,Active,7,2.1,11,0,Additional,1,17/11/2016
Syringe Pump,2015,0,3600,0,Active,10,3.11,48,0,Additional,1,28/10/2015
Vital Signs Monitor,2014,0,5650,0,Active,7,5.4,24,0,Additional,1,27/05/2014
Electrolyte Analyzer,2011,0,20000,1,Active,7,7.1,12,1,Additional,1,17/11/2011
NIBP Monitor With Pulse Oximeter,2016,0,7000,0,Active,7,2.1,11,0,Additional,1,10/11/2016
Doppler,2009,0,6300,0,Active,5,9.11,11,1,Additional,1,20/10/2009
Electrosurgical Unit,2014,0,39000,1,Active,7,4.1,11,0,Additional,1,05/11/2014
Induction Heating Unit,2006,1,1980,0,Active,10,13.1,11,1,Additional,1,11/08/2006
NIBP Electronic,2003,1,360,0,Active,10,15.9,12,1,Additional,1,12/12/2003
Processor Film,2013,0,19500,1,Active,8,6.4,11,0,Additional,1,09/05/2013
Lecron Carver Electric,2003,1,866.67,0,Active,8,16.9,11,1,Additional,1,23/12/2002
Defibrillator,2014,0,16500,1,Active,5,5.1,11,1,Additional,1,21/08/2014
Defibrillator,2009,0,19990,1,Active,5,10,11,1,Additional,1,30/09/2009
Suction Motor Portable Unit,2013,0,6500,0,Active,10,6.5,11,0,Additional,1,06/04/2013
Electrocardiograph,2009,0,9990,0,Active,7,10,11,1,Additional,1,30/09/2009
Ventilator,2007,1,86131.5,1,Active,10,11.11,12,1,Additional,1,09/10/2007
Ot Light,2009,1,20000,1,Active,10,10.3,11,1,Additional,1,04/06/2009
Mobile Operating Table,2009,0,99500,1,Active,15,10,36,0,Additional,1,04/09/2009
Ventilator,2007,1,86131.5,1,Active,10,11.11,12,1,Additional,1,09/10/2007
Centrifuge,2015,0,11950,1,Active,8,4.5,12,0,Additional,1,27/04/2015
Plasma Thawer(A),2004,1,18800,1,Active,7,14.11,11,1,Additional,1,11/10/2004
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Infusion Pumps,2009,0,3500,0,Active,10,10,11,1,Additional,1,07/09/2009
Syringe Pump,2010,0,4000,0,Active,10,9.5,11,0,Additional,1,06/04/2010
Fluid Warmer(A),2007,1,10000,1,Active,7,12.5,12,1,Additional,1,13/04/2007
Total Temperature Management System,2006,1,9500,0,Active,8,12.1,11,1,Additional,1,21/11/2006
Slow Extended Daily Dialysis (Sledd) Machine,2013,0,69800,1,Active,5,6.3,11,1,Additional,1,27/06/2013
NIBP Electronic,2002,1,3180,0,Active,10,16.9,11,1,Additional,1,19/12/2002
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
Warming Cabinet System(A),2010,0,29950,1,Active,7,8.9,11,1,Additional,1,15/12/2010
Warming System,2003,1,9500,0,Active,8,16.1,12,1,Additional,1,21/08/2003
Transport Monitor,2014,0,7600,0,Active,7,5.2,17,0,Additional,1,23/07/2014
Operating Table,2014,0,159781,1,Active,15,6.11,23,0,Additional,1,31/10/2012
Capnograph,2013,0,24000,1,Active,10,5.11,11,0,Additional,1,23/10/2013
Capnograph,2013,0,24000,1,Active,10,5.11,11,0,Additional,1,23/10/2013
Ultrasound Cleaning Systems,2018,0,4700,0,Active,8,5.3,12,0,Additional,1,11/06/2014
High Frequency Oscillatory Ventilator,2010,0,113500,1,Active,10,10,11,1,Additional,1,13/09/2009
Apheresis Units,2018,0,199500,1,Active,10,4.1,24,0,Additional,1,18/11/2014
"Warming Units, Blood/Solution",2018,0,19000,1,Active,7,4.11,12,0,Additional,1,29/10/2014
"Ventilators, Intensive Care",2018,0,60000,1,Active,10,5.11,12,0,Additional,1,07/10/2013
"Microtomes, Cryostat",2017,0,139900,1,Active,7,1.11,12,0,Additional,1,23/10/2017
"Centrifuges, Tabletop",2018,0,28500,1,Active,8,5.2,12,0,Additional,1,08/07/2014
"Warming Units, Patient, Forced-Air",2018,0,9900,0,Active,8,4.8,12,0,Additional,1,27/01/2015
"Warming Units, Patient, Forced-Air",2018,0,9900,0,Active,8,4.8,12,0,Additional,1,27/01/2015
"Warming Units, Patient, Forced-Air",2018,0,9900,0,Active,8,4.8,12,0,Additional,1,27/01/2015
"Warming Units, Patient, Forced-Air",2018,0,9900,0,Active,8,4.8,12,0,Additional,1,27/01/2015
"Warming Units, Patient, Forced-Air",2018,0,9900,0,Active,8,4.8,12,0,Additional,1,27/01/2015
"Infusion Pumps, Syringe",2018,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Cameras, Multi-Image",2017,0,12000,1,Active,10,4.5,60,0,Additional,1,28/04/2015
"Dynamometer Exercise Systems, Computerized",2018,0,253000,1,Active,15,6.4,12,0,Additional,1,30/05/2013
"Dynamometer Exercise Systems, Computerized",2018,0,70000,1,Active,15,6.4,12,0,Additional,1,30/05/2013
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2018,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2018,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2017,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Infusion Pumps, Syringe",2018,0,4000,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Ventilators, Transport",2017,0,34500,1,Active,10,2.11,24,0,Additional,1,01/10/2016
"Ventilators, Transport",2017,0,34500,1,Active,10,2.11,24,0,Additional,1,01/10/2016
"Ventilators, Transport",2018,0,34500,1,Active,10,2.11,24,0,Additional,1,01/10/2016
"Ventilators, Transport",2018,0,34500,1,Active,10,2.11,24,0,Additional,1,01/10/2016
"Ventilators, Transport",2018,0,34500,1,Active,10,2.11,24,0,Additional,1,01/10/2016
Aspirators,2018,0,5400,0,Active,10,2.11,24,0,Additional,1,01/10/2016
Aspirators,2017,0,5400,0,Active,10,2.11,24,0,Additional,1,01/10/2016
Aspirators,2017,0,5400,0,Active,10,2.11,24,0,Additional,1,01/10/2016
Aspirators,2017,0,5400,0,Active,10,2.11,24,0,Additional,1,01/10/2016
Aspirators,2018,0,5400,0,Active,10,2.11,24,0,Additional,1,01/10/2016
"Defibrillator/Pacemakers, External",2017,0,65000,1,Active,5,2.11,24,0,Additional,1,01/10/2016
"Defibrillator/Pacemakers, External",2018,0,65000,1,Active,5,2.11,24,0,Additional,1,01/10/2016
"Defibrillator/Pacemakers, External",2018,0,65000,1,Active,5,2.11,24,0,Additional,1,01/10/2016
"Defibrillator/Pacemakers, External",2017,0,65000,1,Active,5,2.11,24,0,Additional,1,01/10/2016
"Defibrillator/Pacemakers, External",2017,0,65000,1,Active,5,2.11,24,0,Additional,1,01/10/2016
"Bilirubinometers, Cutaneous",2017,0,12561,1,Active,5,2,12,0,Additional,1,14/09/2017
"Fetal Heart Detectors, Ultrasonic",2017,0,2500,0,Active,7,2,12,0,Additional,1,07/09/2017
"Fetal Heart Detectors, Ultrasonic",2017,0,2500,0,Active,7,2,12,0,Additional,1,07/09/2017
Ot Table,2016,0,290000,1,Active,15,2.11,23,0,Additional,1,25/10/2016
NIBP Electronic,2006,1,230,0,Active,10,12.1,36,1,Additional,1,29/11/2006
NIBP Electronic,2006,1,230,0,Active,10,12.1,36,1,Additional,1,29/11/2006
Interferential Therapy,2013,0,10500,1,Active,7,6.6,11,0,Additional,1,18/03/2013
Ultrasound & Interferential Combination Therapy,2013,0,12800,1,Active,7,6.6,11,0,Additional,1,18/03/2013
Defibrillator,2002,1,25000,1,Active,5,16.9,11,1,Additional,1,03/12/2002
Portable Micromotor,2013,0,12000,1,Active,8,6.6,11,0,Additional,1,28/03/2013
"Oximeters, Pulse",2017,0,8380,0,Active,10,4.11,12,0,Additional,1,29/10/2014
Video Image Processors,2017,0,8000,0,Active,8,4.5,60,0,Additional,1,28/04/2015
Television Monitors,2017,0,3000,0,Active,0,4.5,60,1,Additional,1,28/04/2015
Pca Pump,2013,0,9900,0,Active,10,6.2,23,0,Additional,1,09/07/2013
Aspirator,2004,1,2200,0,Active,10,15.4,11,1,Replacement,0,10/05/2004
Syringe Pump,2014,0,2810,0,Active,10,4.9,24,0,Additional,1,01/12/2014
Syringe Pump,2010,0,3850,0,Active,10,9.3,11,0,Additional,1,18/06/2010
Printer,2011,0,9000,0,Active,8,7.1,24,0,Additional,1,15/11/2011
Nebulizer,2013,0,600,0,Active,5,6.1,11,1,Additional,1,02/08/2013
Defibrillator,2013,0,2000,0,Active,5,6.1,11,1,Additional,1,02/08/2013
Vital Sign Monitor,2013,0,6400,0,Active,7,6.1,11,0,Additional,1,02/08/2013
Syringe Pump(A),2007,1,10000,1,Active,10,12.5,12,1,Additional,1,13/04/2007
Syringe Pump,2013,0,12000,1,Active,10,6.5,11,0,Additional,1,18/04/2013
Aspirator,2013,0,13000,1,Active,10,6.1,11,0,Additional,1,02/08/2013
Syringe Pump(A),2008,1,3300,0,Active,10,11.3,11,1,Additional,1,20/06/2008
Syringe Pump,2010,0,4000,0,Active,10,9.5,11,0,Additional,1,06/04/2010
Syringe Pump,2013,0,12000,1,Active,10,6.5,11,0,Additional,1,18/04/2013
Syringe Pump,2013,0,12000,1,Active,10,6.5,11,0,Additional,1,18/04/2013
Micromotor Dento-Alveolar Surgery,2013,0,19850,1,Active,8,6.5,11,0,Additional,1,10/04/2013
Aspirator,2015,0,4600,0,Active,10,5.2,11,0,Additional,1,31/07/2014
"Lights, Surgical",2017,0,94900,1,Active,10,4.5,60,0,Additional,1,28/04/2015
Micromotor Set,2013,0,49505,1,Active,8,6.6,11,0,Additional,1,07/03/2013
Portable Micromotor,2013,0,12000,1,Active,8,6.6,11,0,Additional,1,28/03/2013
"Tables, Operating",2017,0,279000,1,Active,15,1.11,36,0,Additional,1,23/10/2017
Anesthesia Machine (A),2010,0,239750,1,Active,7,8.9,24,1,Additional,1,22/12/2010
Infant Ventilator,2009,0,114000,1,Active,10,10,11,1,Additional,1,13/09/2009
Sedimentation Rate Analyzer,2015,0,10000,1,Active,8,6.7,11,0,Additional,1,18/02/2013
Patient Transport Monitor,2012,0,14900,1,Active,7,9.3,11,1,Additional,1,29/06/2010
NIBP Set With SpO2,2012,0,8000,0,Active,7,9.3,11,1,Additional,1,29/06/2010
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Central Telemetry Monitor,2011,0,80000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Central Monitoring System,2011,0,134950,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Patient Monitor,2011,0,88500,1,Active,7,8.1,24,1,Additional,1,23/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Telemetry Transmitter System,2011,0,10000,1,Active,7,8.1,12,1,Additional,1,10/08/2011
Enteral Feeding Pump,2003,1,1800,0,Active,5,15.9,12,1,Additional,1,30/12/2003
Telemetry System (Lcd Monitor),2011,0,9000,0,Active,0,8.1,12,1,Additional,1,10/08/2011
LCD Monitor,2011,0,1500,0,Active,0,8.1,24,1,Additional,1,23/08/2011
Telemetry System (Lcd Monitor),2011,0,9000,0,Active,0,8.1,12,1,Additional,1,10/08/2011
Lcd Monitor,2011,0,1500,0,Active,0,8.1,24,1,Additional,1,23/08/2011
Infusion Pump,2005,1,3300,0,Active,10,13.9,11,1,Additional,1,07/12/2005
Electrocardiograph,2005,1,6000,0,Active,7,13.9,23,1,Additional,1,06/12/2005
ECG Machine,2011,0,18000,1,Active,7,7.9,17,1,Additional,1,02/12/2011
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2005,1,3300,0,Active,10,13.9,23,1,Additional,1,07/12/2005
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Infusion Pump,2015,0,4498,0,Active,10,3.11,12,0,Additional,1,16/10/2015
Transport Monitor,2014,0,10900,1,Active,7,5,24,0,Additional,1,23/09/2014
Vital Sign Monitor,2014,0,5400,0,Active,7,4.1,11,0,Additional,1,19/11/2014
Syringe Pump,2011,0,3000,0,Active,10,7.11,12,0,Additional,1,24/10/2011
Syringe Pump,2011,0,3000,0,Active,10,7.11,12,0,Additional,1,24/10/2011
Syringe Pump,2011,0,3000,0,Active,10,7.11,12,0,Additional,1,24/10/2011
Ripple Mattress,2011,0,5800,0,Active,5,7.9,12,1,Additional,1,22/12/2011
Ripple Mattress,2002,1,1100,0,Active,5,16.9,11,1,Additional,1,27/12/2002
Ripple Mattress,2004,1,3000,0,Active,5,15.4,11,1,Replacement,0,21/05/2004
Spot Vital Signs Monitor,2014,0,6000,0,Active,7,4.1,11,0,Additional,1,24/11/2014
Spot Vital Signs Monitor,2014,0,6000,0,Active,7,4.1,11,0,Additional,1,24/11/2014
Pulse Oximeter,2005,1,3900,0,Active,7,13.1,11,1,Additional,1,16/11/2005
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Pulse Oximeter,2014,0,2000,0,Active,10,5,11,0,Additional,1,27/09/2014
Patient Monitor,2009,1,6187.5,0,Active,7,10.2,11,1,Additional,1,08/07/2009
Pulse Oximeter,2011,0,2500,0,Active,10,7.1,24,0,Additional,1,29/11/2011
Patient Monitor,2009,1,6187.5,0,Active,7,10.2,11,1,Additional,1,08/07/2009
NIBP Set With SpO2,2011,0,6800,0,Active,7,7.9,17,1,Additional,1,14/12/2011
NIBP Electronic,2006,1,2700,0,Active,10,13.9,11,1,Additional,1,01/12/2005
NIBP Electronic,2006,1,230,0,Active,10,12.1,36,1,Additional,1,29/11/2006
NIBP Electronic,2007,1,230,0,Active,10,11.11,36,1,Additional,1,05/10/2007
Shoulder Cpm,2013,0,35990,1,Active,10,6.4,11,0,Additional,1,22/05/2013
Patient Monitor,2009,1,6187.5,0,Active,7,10.2,11,1,Additional,1,08/07/2009
Patient Monitor,2009,0,16600,1,Active,7,10,36,1,Additional,1,11/09/2009
Patient Monitor,2009,1,9900,0,Active,7,10.2,36,1,Additional,1,08/07/2009
Patient Monitor,2009,0,16600,1,Active,7,10,36,1,Additional,1,11/09/2009
Patient Monitor,2009,0,16600,1,Active,7,10,36,1,Additional,1,11/09/2009
Infusion Pump,2004,1,3200,0,Active,10,15.7,24,1,Replacement,0,11/02/2004
Electrocardiographs,2014,0,14750,1,Active,7,5.6,24,0,Additional,1,20/03/2014
ECG Machine,2011,0,18000,1,Active,7,7.9,17,1,Additional,1,02/12/2011
Blood Gas Analyzer,2011,0,49000,1,Active,5,7.11,24,1,Additional,1,20/10/2011
Defibrillator,2011,0,19300,1,Active,5,7.1,24,1,Additional,1,11/11/2011
Infusion Pump,2004,1,3200,0,Active,10,15.7,24,1,Replacement,0,11/02/2004
Defibrillator,2013,0,19700,1,Active,5,5.11,23,1,Additional,1,01/10/2013
Defibrillator,2006,1,22500,1,Active,5,13.8,11,1,Additional,1,12/01/2006
Defibrillator,2013,0,19700,1,Active,5,5.11,23,1,Additional,1,01/10/2013
Infusion Pump,2004,1,4000,0,Active,10,15.7,24,1,Replacement,0,11/02/2004
Infusion Pump,2004,1,3200,0,Active,10,15.7,24,1,Additional,1,05/02/2004
Hemodialysis Unit,2011,0,39950,1,Active,5,7.11,12,1,Additional,1,22/10/2011
Elbow Cpm,2013,0,21200,1,Active,10,6.4,11,0,Additional,1,22/05/2013
Portable Hand & Wrist Cpm,2013,0,24420,1,Active,10,6.4,11,0,Additional,1,22/05/2013
Infusion Pump,2003,1,3750,0,Active,10,16.2,12,1,Additional,1,22/07/2003
Infusion Pump,2003,1,3750,0,Active,10,16.2,12,1,Additional,1,22/07/2003
Infusion Pump,2003,1,3750,0,Active,10,16.2,12,1,Additional,1,22/07/2003
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Infusion Pump,2003,1,3750,0,Active,10,16,12,1,Additional,1,22/09/2003
Infusion Pump,2011,0,4000,0,Active,10,7.1,12,0,Additional,1,21/11/2011
Syringe Pump,2003,1,2850,0,Active,10,15.1,12,1,Additional,1,19/11/2003
Syringe Pump,2003,1,2850,0,Active,10,15.1,12,1,Additional,1,19/11/2003
Syringe Pump,2003,1,2850,0,Active,10,15.1,12,1,Additional,1,19/11/2003
Syringe Pump,2003,1,2850,0,Active,10,15.1,12,1,Additional,1,19/11/2003
